,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
79,D,2017-12-11 15:42:57,2017-12-08,ETN,Cheruvatath Nandakumar,See Remarks below.,S - Sale+OE,$77.50,"-10,000","15,570",-39%,"-$775,000",,,,
80,,2017-12-06 19:18:38,2017-12-04,ETN,Cheruvatath Nandakumar,See Remarks below.,S - Sale,$76.41,-74,"9,404",-1%,"-$5,654",,,,
81,AD,2017-12-06 16:34:58,2017-06-02,ETN,Eubanks Richard M.,See Remarks below,S - Sale+OE,$77.88,-908,"14,773",-6%,"-$70,715",,,,
82,D,2017-12-04 15:06:43,2017-12-01,ETN,Hutchins Curtis J,See Remarks below,S - Sale+OE,$78.36,"-14,360","21,013",-41%,"-$1,125,305",,,,
83,D,2017-11-22 13:45:00,2017-11-21,ETN,Golden Charles E,Dir,S - Sale+OE,$76.03,"-4,311","18,103",-19%,"-$327,774",,,,
84,D,2017-11-13 13:59:45,2017-11-10,ETN,Connor Christopher M,Dir,S - Sale+OE,$78.04,"-6,450","13,650",-32%,"-$503,339",,,,
85,D,2017-11-13 13:56:26,2017-11-09,ETN,Advaithi Revathi,See Remarks below.,S - Sale+OE,$78.36,"-23,743","34,051",-41%,"-$1,860,473",,,,
86,D,2017-09-12 13:27:30,2017-09-11,ETN,McCoy Deborah L,Dir,S - Sale+OE,$73.17,"-6,450","39,936",-14%,"-$471,947",,,,
87,,2017-05-08 13:03:30,2017-05-05,ETN,Fearon Richard H,See Remarks below.,S - Sale,$76.24,"-25,000","236,497",-10%,"-$1,906,000",0,0,,
88,,2017-05-08 13:01:23,2017-05-04,ETN,Monesmith Heath B.,See Remarks below,S - Sale,$75.89,"-5,000","23,506",-18%,"-$379,452",0,0,,
89,D,2017-05-08 12:58:55,2017-05-04,ETN,Yadav Uday,See Remarks below.,S - Sale+OE,$76.08,"-3,034","30,784",-9%,"-$230,833",0,0,,
90,,2017-03-15 14:49:41,2017-03-14,ETN,Moran Thomas E.,"SVP, Secretary",S - Sale,$72.13,"-3,470","11,444",-23%,"-$250,291",+3,0,+3,
91,,2017-03-03 11:43:41,2017-03-02,ETN,McCoy Deborah L,Dir,S - Sale,$72.19,"-5,000","39,936",-11%,"-$360,950",0,-1,+3,
92,D,2016-12-13 15:37:02,2016-12-09,ETN,Semelsberger Ken D,See Remarks below.,S - Sale+OE,$69.15,"-19,913","92,770",-18%,"-$1,376,910",-1,-3,-2,
93,D,2016-11-28 08:58:13,2016-11-23,ETN,McCoy Deborah L,Dir,S - Sale+OE,$66.34,"-6,504","44,936",-13%,"-$431,456",-1,+1,+3,
94,D,2016-11-22 10:25:02,2016-11-18,ETN,Advaithi Revathi,See Remarks below.,S - Sale+OE,$64.16,"-39,008","39,939",-49%,"-$2,502,819",0,0,+3,
