,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
232,D,2010-03-18 16:49:34,2010-03-17,GPS,Sage Gavin Eva,"EVP, HR",S - Sale+OE,$23.07,"-220,000","36,877",-86%,"-$5,074,388",0,-1,+8,-20
233,D,2010-03-17 15:11:58,2010-03-16,GPS,Hansen Marka,"Pres, Gap Brand",S - Sale+OE,$23.24,"-31,250","133,365",-19%,"-$726,216",-1,0,+9,-20
234,M,2010-03-15 19:47:08,2010-03-11,GPS,Simmons Sabrina,"EVP, CFO",S - Sale,$22.61,"-26,072","23,723",-52%,"-$589,428",+1,+1,+9,-24
235,M,2010-03-08 20:00:20,2010-03-05,GPS,Fisher John J,10%,S - Sale,$20.18,"-293,154","21,903,516",-1%,"-$5,916,979",0,+2,+7,-21
236,,2010-03-05 14:11:02,2010-03-04,GPS,Simmons Sabrina,"EVP, CFO",S - Sale,$22.02,"-9,536","49,795",-16%,"-$209,983",+1,+3,+8,-21
237,D,2010-02-16 14:19:25,2010-02-11,GPS,Simmons Sabrina,"EVP, CFO",S - Sale+OE,$19.80,"-7,000","59,331",-11%,"-$138,600",-1,-1,+17,-11
238,,2010-02-11 14:04:42,2010-02-09,GPS,Hansen Marka,"Pres, Gap Brand",S - Sale,$19.11,"-58,410","73,421",-44%,"-$1,116,455",+1,+1,+15,-9
239,,2010-02-03 17:20:42,2010-02-03,GPS,Fisher John J,10%,S - Sale,$20.65,"-99,158","22,196,670",0%,"-$2,047,147",+2,+5,+16,-6
240,,2010-01-14 11:32:33,2010-01-13,GPS,Fisher John J,10%,S - Sale,$21.14,"-195,121","22,295,828",-1%,"-$4,124,351",-1,-4,0,-5
241,,2009-12-18 20:52:59,2009-12-18,GPS,Fisher John J,10%,S - Sale,$21.61,"-147,380","22,490,949",-1%,"-$3,185,177",+1,-1,-5,+1
242,,2009-12-04 20:13:54,2009-12-04,GPS,Fisher John J,10%,S - Sale,$22.09,"-104,351","22,643,073",0%,"-$2,305,500",-1,-3,-4,-4
243,,2009-11-18 17:04:15,2009-11-17,GPS,Fisher John J,10%,S - Sale,$21.60,"-26,417","22,747,424",0%,"-$570,697",-2,-1,-5,-2
244,,2009-11-10 20:55:31,2009-11-10,GPS,Fisher William Sydney,10%,S - Sale,$22.40,"-99,214","14,712,274",-1%,"-$2,222,443",0,-1,-8,+7
245,,2009-11-10 20:54:54,2009-11-10,GPS,Fisher John J,10%,S - Sale,$22.40,"-141,853","22,773,841",-1%,"-$3,177,578",0,-1,-8,+7
246,D,2009-11-06 13:20:33,2009-11-05,GPS,Hansen Marka,"Pres, Gap Brand",S - Sale+OE,$23.00,"-18,750","73,409",-20%,"-$431,250",+1,-3,-5,+5
247,D,2009-10-27 12:57:03,2009-10-26,GPS,Hansen Marka,"Pres, Gap Brand",S - Sale+OE,$22.38,"-86,750","73,409",-54%,"-$1,941,031",-2,-3,-2,+13
248,M,2009-10-21 11:55:21,2009-10-19,GPS,Fisher William Sydney,10%,S - Sale,$22.95,"-1,000,000","14,811,488",-6%,"-$22,949,650",-1,-2,-1,+16
249,M,2009-09-22 16:35:49,2009-09-18,GPS,Fisher William Sydney,10%,S - Sale,$22.11,"-1,000,000","15,809,088",-6%,"-$22,111,000",-2,-3,+1,+4
