,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
71,,2017-04-07 16:14:58,2017-04-05,SYF,Melito David P,See Remarks,S - Sale,$34.24,-748,"43,390",-2%,"-$25,612",-1,-2,-14,
72,D,2017-04-04 16:13:24,2017-04-03,SYF,Melito David P,See Remarks,S - Sale+OE,$34.11,-600,"44,138",-1%,"-$20,466",-1,-3,-15,
73,DM,2017-03-01 16:41:01,2017-02-27,SYF,Mothner Jonathan S,See Remarks,S - Sale+OE,$36.39,"-1,500","104,238",-1%,"-$54,580",-3,-4,-9,
74,D,2017-03-01 16:40:43,2017-02-28,SYF,Keane Margaret M,See Remarks,S - Sale+OE,$36.13,"-11,500","358,706",-3%,"-$415,495",-3,-4,-9,
75,D,2017-03-01 16:40:19,2017-02-28,SYF,Doubles Brian D,See Remarks,S - Sale+OE,$36.13,"-8,109","161,853",-5%,"-$292,978",-3,-4,-9,
76,D,2017-01-06 16:01:59,2017-01-04,SYF,Melito David P,See Remarks,S - Sale+OE,$38.00,"-1,392","40,863",-3%,"-$52,896",-1,-3,-1,
77,D,2016-11-25 15:04:11,2016-11-22,SYF,Doubles Brian D,See Remarks,S - Sale+OE,$34.00,"-6,000","164,353",-4%,"-$204,000",-1,0,+6,
78,D,2016-11-25 15:03:54,2016-11-22,SYF,Melito David P,See Remarks,S - Sale+OE,$34.00,"-1,161","40,863",-3%,"-$39,474",-1,0,+6,
79,D,2016-11-25 15:03:38,2016-11-22,SYF,Mothner Jonathan S,See Remarks,S - Sale+OE,$34.00,"-3,000","104,738",-3%,"-$102,000",-1,0,+6,
80,D,2016-11-25 15:03:20,2016-11-22,SYF,Keane Margaret M,See Remarks,S - Sale+OE,$34.00,"-6,000","361,206",-2%,"-$204,000",-1,0,+6,
81,,2016-11-23 21:41:46,2016-11-21,SYF,Melito David P,See Remarks,S - Sale,$33.54,"-2,159","40,863",-5%,"-$72,413",-1,-1,+6,
82,,2016-11-15 16:29:16,2016-11-11,SYF,Mothner Jonathan S,See Remarks,S - Sale,$32.00,"-1,500","104,738",-1%,"-$48,000",-2,+1,+8,
83,,2016-11-10 16:11:56,2016-11-09,SYF,Keane Margaret M,See Remarks,S - Sale,$30.00,"-2,000","361,206",-1%,"-$60,000",+3,+3,+16,-16
84,,2016-11-10 16:11:41,2016-11-09,SYF,Doubles Brian D,See Remarks,S - Sale,$30.00,"-2,000","164,353",-1%,"-$60,000",+3,+3,+16,-16
85,,2016-05-26 16:06:09,2016-05-24,SYF,Keane Margaret M,See Remarks,S - Sale,$30.00,"-1,000","366,739",0%,"-$30,000",+1,+1,-20,+11
86,,2016-05-26 16:05:32,2016-05-24,SYF,Doubles Brian D,See Remarks,S - Sale,$30.00,"-1,000","167,638",-1%,"-$30,000",+1,+1,-20,+11
87,,2015-11-19 17:47:50,2015-11-17,SYF,Colao Daniel O,Dir,P - Purchase,$0.00,"+2,107","2,107",New,+$0,-1,0,-7,-6
88,,2015-11-19 17:46:32,2015-11-17,SYF,Kratky Anne Kennelly,Dir,P - Purchase,$0.00,"+1,639","1,639",New,+$0,-1,0,-7,-6
89,,2014-08-04 16:18:59,2014-07-31,SYF,Hartnack Richard C,Dir,P - Purchase,$23.00,"+2,000","2,000",New,"+$46,000",0,0,+12,+35
90,,2014-08-04 16:18:29,2014-07-31,SYF,Dimitrief Alexander,Dir,P - Purchase,$23.00,"+10,000","10,000",New,"+$230,000",0,0,+12,+35
91,D,2014-08-04 16:16:42,2014-07-31,SYF,Melito David P,See Remarks,P - Purchase,$23.00,"+5,000","31,481",+19%,"+$115,000",0,0,+12,+35
92,,2014-08-04 16:16:20,2014-07-31,SYF,Naylor Jeffrey G,Dir,P - Purchase,$23.00,"+20,000","20,000",New,"+$460,000",0,0,+12,+35
93,D,2014-08-04 16:16:15,2014-07-31,SYF,Quindlen Thomas M,See Remarks,P - Purchase,$23.00,"+1,000","115,892",+1%,"+$23,000",0,0,+12,+35
94,,2014-08-04 16:15:10,2014-07-31,SYF,Guthrie Roy A,Dir,P - Purchase,$23.00,"+10,000","10,000",New,"+$230,000",0,0,+12,+35
